"ISO3","Year","AgeLow","AgeUp","Sex","Deaths1","Rate1","Deaths2","Rate2"
"STP",2010,5,9,"B",20,3.88717956257611,20,3.88717956257611
"STP",2011,5,9,"B",19,3.52733546698524,19,3.52733546698524
"STP",2012,5,9,"B",17,3.19521981874235,17,3.19521981874235
"STP",2013,5,9,"B",16,2.88479072175249,16,2.88479072175249
"STP",2014,5,9,"B",15,2.61023911493579,15,2.61023911493579
"STP",2015,5,9,"B",14,2.36300687992805,14,2.36300687992805
"STP",2016,5,9,"B",12,2.1464945278889,12,2.1464945278889
"STP",2017,5,9,"B",11,1.95848557627867,11,1.95848557627867
"STP",2018,5,9,"B",11,1.80242983818237,11,1.80242983818237
"STP",2019,5,9,"B",10,1.67925961454356,10,1.67925961454356
"STP",2020,5,9,"B",10,1.57497739932382,10,1.57497739932382
"STP",2021,5,9,"B",9,1.49167558011935,9,1.49167558011935
"SUR",2000,5,9,"B",20,1.92483503098454,20,1.92483503098454
"SUR",2001,5,9,"B",20,1.90369550052037,20,1.90369550052037
"SUR",2002,5,9,"B",19,1.88415973974401,19,1.88415973974401
"SUR",2003,5,9,"B",19,1.86690884479266,19,1.86690884479266
"SUR",2004,5,9,"B",19,1.84969772313868,19,1.84969772313868
"SUR",2005,5,9,"B",19,1.83253670583035,19,1.83253670583035
"SUR",2006,5,9,"B",20,1.81614092576579,20,1.81614092576579
"SUR",2007,5,9,"B",20,1.80114993891628,20,1.80114993891628
"SUR",2008,5,9,"B",20,1.78638430118177,20,1.78638430118177
"SUR",2009,5,9,"B",20,1.77368721649214,20,1.77368721649214
"SUR",2010,5,9,"B",20,1.76393029890921,20,1.76393029890921
"SUR",2011,5,9,"B",20,1.75662684664304,20,1.75662684664304
"SUR",2012,5,9,"B",19,1.75288579786745,19,1.75288579786745
"SUR",2013,5,9,"B",19,1.75429855622806,19,1.75429855622806
"SUR",2014,5,9,"B",19,1.76033294066503,19,1.76033294066503
"SUR",2015,5,9,"B",19,1.77156209188292,19,1.77156209188292
"SUR",2016,5,9,"B",19,1.78658393891898,19,1.78658393891898
"SUR",2017,5,9,"B",20,1.80524984428568,20,1.80524984428568
"SUR",2018,5,9,"B",20,1.82590857953696,20,1.82590857953696
"SUR",2019,5,9,"B",20,1.84577665711437,20,1.84577665711437
"SUR",2020,5,9,"B",20,1.85827151580752,20,1.85827151580752
"SUR",2021,5,9,"B",20,1.85487727067717,20,1.85487727067717
"SVK",2000,5,9,"B",80,1.11438641861812,80,1.11438641861812
"SVK",2001,5,9,"B",74,1.08222503343218,74,1.08222503343218
"SVK",2002,5,9,"B",68,1.05005358043293,68,1.05005358043293
"SVK",2003,5,9,"B",63,1.01781626168358,63,1.01781626168358
"SVK",2004,5,9,"B",58,0.986791737844252,58,0.986791737844252
"SVK",2005,5,9,"B",55,0.956878134449403,55,0.956878134449403
"SVK",2006,5,9,"B",52,0.928462370133581,52,0.928462370133581
"SVK",2007,5,9,"B",49,0.900699554762161,49,0.900699554762161
"SVK",2008,5,9,"B",47,0.872964910906288,47,0.872964910906288
"SVK",2009,5,9,"B",45,0.845741965022107,45,0.845741965022107
"SVK",2010,5,9,"B",43,0.81820844139475,43,0.81820844139475
"SVK",2011,5,9,"B",42,0.79020033580736,42,0.79020033580736
"SVK",2012,5,9,"B",41,0.762555823237477,41,0.762555823237477
"SVK",2013,5,9,"B",40,0.736161576538826,40,0.736161576538826
"SVK",2014,5,9,"B",39,0.710817068322291,39,0.710817068322291
"SVK",2015,5,9,"B",39,0.687034826636582,39,0.687034826636582
"SVK",2016,5,9,"B",38,0.664928819745442,38,0.664928819745442
"SVK",2017,5,9,"B",38,0.644480567669728,38,0.644480567669728
"SVK",2018,5,9,"B",37,0.625721547574001,37,0.625721547574001
"SVK",2019,5,9,"B",35,0.608631670948186,35,0.608631670948186
"SVK",2020,5,9,"B",34,0.591883479435179,34,0.591883479435179
"SVK",2021,5,9,"B",33,0.575426377893189,33,0.575426377893189
"SVN",2000,5,9,"B",16,0.782429371705654,16,0.782429371705654
"SVN",2001,5,9,"B",15,0.747246688851569,15,0.747246688851569
"SVN",2002,5,9,"B",14,0.713574873126895,14,0.713574873126895
"SVN",2003,5,9,"B",13,0.681529481500648,13,0.681529481500648
