"ISO3","Year","Sex","HIV"
"CAN",2010,"Female",0.44299052238806
"CAN",2011,"Female",0.476838549618321
"CAN",2012,"Female",0.511281653543307
"CAN",2013,"Female",0.46066024691358
"CAN",2014,"Female",0.192627212389381
"CAN",2015,"Female",0.0951303414634146
"CAN",2016,"Female",0.126631243243243
"CAN",2017,"Female",0.194939644970414
"CAN",2018,"Female",0.202382088607595
"CAN",2019,"Female",0.217565789473684
"CAN",2020,"Female",0.239458783783784
"CAN",2021,"Female",0.0854965753424658
"CHE",2000,"Female",0.05138
"CHE",2001,"Female",0.05678125
"CHE",2002,"Female",0.0617719565217391
"CHE",2003,"Female",0.0657066666666667
"CHE",2004,"Female",0.0684053333333333
"CHE",2005,"Female",0.0688106666666667
"CHE",2006,"Female",0.0670070454545454
"CHE",2007,"Female",0.0608215909090909
"CHE",2008,"Female",0.0523090909090909
"CHE",2009,"Female",0.0468190476190476
"CHE",2010,"Female",0.0448089473684211
"CHE",2011,"Female",0.04399
"CHE",2012,"Female",0.0411664516129032
"CHE",2013,"Female",0.0402358620689655
"CHE",2014,"Female",0.0414321428571429
"CHE",2015,"Female",0.0400222222222222
"CHE",2016,"Female",0.0381692307692308
"CHE",2017,"Female",0.0258323076923077
"CHE",2018,"Female",0.0219008
"CHE",2019,"Female",0.0163004166666667
"CHE",2020,"Female",0.0167317391304348
"CHE",2021,"Female",0.0138652173913043
"CHL",2000,"Female",0.809442631578947
"CHL",2001,"Female",0.489384540540541
"CHL",2002,"Female",0.465403606557377
"CHL",2003,"Female",0.427287826086956
"CHL",2004,"Female",0.422326203208556
"CHL",2005,"Female",0.445124105263158
"CHL",2006,"Female",0.37194609375
"CHL",2007,"Female",0.392082989690722
"CHL",2008,"Female",0.449070358974359
"CHL",2009,"Female",0.526908121827411
"CHL",2010,"Female",0.532466345177665
"CHL",2011,"Female",0.537136598984772
"CHL",2012,"Female",0.576589948717949
"CHL",2013,"Female",0.5649803125
"CHL",2014,"Female",0.44274414893617
"CHL",2015,"Female",0.57754375
"CHL",2016,"Female",0.590932611111111
"CHL",2017,"Female",0.754330738636364
"CHL",2018,"Female",0.673433390804598
"CHL",2019,"Female",0.600973176470588
"CHL",2020,"Female",0.599358975903614
"CHL",2021,"Female",0.637389079754601
"CHN",2000,"Female",31.4662945781386
"CHN",2001,"Female",32.6908171235169
"CHN",2002,"Female",34.2658828849197
"CHN",2003,"Female",35.2839965430429
"CHN",2004,"Female",35.3817046426049
"CHN",2005,"Female",36.1563706563707
"CHN",2006,"Female",33.6586086692937
"CHN",2007,"Female",31.845584725537
"CHN",2008,"Female",28.4344946236559
"CHN",2009,"Female",26.2854144805876
"CHN",2010,"Female",23.3839897260274
"CHN",2011,"Female",21.8890348781653
"CHN",2012,"Female",20.8160377358491
"CHN",2013,"Female",18.8604618417347
"CHN",2014,"Female",16.983795086252
"CHN",2015,"Female",15.8103638368247
"CHN",2016,"Female",15.2231671070013
"CHN",2017,"Female",12.9168316831683
"CHN",2018,"Female",12.2755047346793
"CHN",2019,"Female",12.3275512087101
"CHN",2020,"Female",11.6905778536863
"CHN",2021,"Female",10.5598639455782
"CIV",2000,"Female",133.339185393258
"CIV",2001,"Female",137.506101694915
"CIV",2002,"Female",149.450131233596
"CIV",2003,"Female",168.470532016566
"CIV",2004,"Female",198.298050139276
"CIV",2005,"Female",225.748431431132
"CIV",2006,"Female",239.527085124678
"CIV",2007,"Female",261.087330191295
"CIV",2008,"Female",282.026145552561
"CIV",2009,"Female",276.533262935586
"CIV",2010,"Female",267.184393372528
"CIV",2011,"Female",277.893462469734
"CIV",2012,"Female",260.330744509909
"CIV",2013,"Female",254.424826110219
